ORDER_ID,CUSTOMER_ID,STORE_ID,EMPLOYEE_ID,ORDER_DATE,REQUIRED_DATE,SHIP_DATE,ORDER_STATUS,SHIP_METHOD,SHIPPING_ADDRESS_ID,TOTAL_AMOUNT,TAX_AMOUNT,SHIPPING_COST,DISCOUNT_AMOUNT,FINAL_AMOUNT,PAYMENT_METHOD,PAYMENT_STATUS,NOTES
5401,1727,19,121,2024-05-13,2024-05-23,2024-05-18,Shipped,Pickup,,173041.65,25956.25,456,25248.35,174205.54,Cash,Completed,Order placed by Usman Saleem
5402,1840,9,138,2024-07-28,2024-08-02,2024-07-30,Delivered,Express,,330356.43,49553.47,76,23166.57,356819.33,Cash,Completed,Order placed by Rabia Malik
5403,735,73,2,2023-10-15,2023-10-24,2023-10-21,Delivered,Same Day,,205895.8,30884.37,50,29653.2,207176.98,Bank Transfer,Completed,Order placed by Rayyan Ahmed
5404,210,11,290,2024-09-11,2024-09-17,2024-09-16,Delivered,Same Day,,120800.67,18120.1,74,16305.33,122689.44,Mobile Banking,Completed,Order placed by Nida Farooq
5405,1662,4,152,2024-09-21,2024-09-29,2024-09-27,Shipped,Courier,,236134.03,35420.1,46,31372.97,240227.16,Cash,Completed,Order placed by Bilal Khalid
5406,1851,12,235,2025-01-13,2025-01-23,,Pending,Same Day,,55633.72,8345.06,340,8327.28,55991.51,Credit Card,Pending,Order placed by Zara Khalid
5407,1015,30,108,2024-02-20,2024-02-22,2024-02-26,Delivered,Express,,81188.7,12178.3,192,9645.3,83913.69,Bank Transfer,Completed,Order placed by Yusuf Shah
5408,487,44,212,2025-07-18,2025-07-26,,Processing,Standard,,219411.92,32911.79,176,27240.08,225259.62,EasyPaisa,Pending,Order placed by Ibrahim Nadeem
5409,852,10,225,2024-03-25,2024-03-28,2024-03-26,Shipped,Pickup,,172970.76,25945.61,387,23427.24,175876.13,EasyPaisa,Completed,Order placed by Alina Ahmed
5410,369,55,34,2024-06-04,2024-06-14,,Processing,Courier,,214479.76,32171.96,86,42478.24,204259.49,Cash,Pending,Order placed by Ayan Saeed
5411,1482,38,299,2023-08-26,2023-09-05,2023-08-30,Delivered,Express,,327859.52,49178.93,367,25211.48,352193.97,Debit Card,Completed,Order placed by Amaan Rizvi
5412,236,44,4,2025-04-18,2025-05-01,2025-04-19,Shipped,Courier,,117561.94,17634.29,387,8093.06,127490.16,EasyPaisa,Completed,Order placed by Bilal Rizvi
5413,1928,14,1,2025-05-10,2025-05-11,2025-05-12,Shipped,Same Day,,43856.02,6578.4,254,2991.98,47696.44,JazzCash,Completed,Order placed by Aisha Hashmi
5414,392,41,14,2025-01-22,2025-02-05,2025-01-24,Shipped,Standard,,42109.55,6316.43,480,560.45,48345.54,Mobile Banking,Completed,Order placed by Rayyan Waseem
5415,1512,7,156,2023-12-04,2023-12-13,2023-12-05,Shipped,Standard,,220993.31,33149.0,51,23885.69,230307.61,EasyPaisa,Completed,Order placed by Mariam Rizvi
5416,1586,23,26,2023-12-15,2023-12-18,2023-12-20,Shipped,Pickup,,129835.04,19475.26,295,12478.96,137126.33,Debit Card,Completed,Order placed by Arham Naeem
5417,1224,28,113,2024-05-06,2024-05-13,2024-05-08,Shipped,Express,,340228.8,51034.32,252,12431.2,379083.93,Debit Card,Completed,Order placed by Ibrahim Siddiqui
5418,405,59,281,2024-04-14,2024-04-28,,Pending,Same Day,,172402.96,25860.44,310,26552.04,172021.36,EasyPaisa,Pending,Order placed by Hassan Raza
5419,1081,44,4,2024-08-14,2024-08-19,2024-08-16,Shipped,Express,,222270.84,33340.63,377,38615.16,217373.3,EasyPaisa,Completed,Order placed by Rabia Hashmi
5420,1567,39,67,2025-03-13,2025-03-20,2025-03-14,Shipped,Same Day,,109298.52,16394.78,378,21320.48,104750.82,EasyPaisa,Completed,Order placed by Jannat Ali
5421,595,66,276,2024-07-29,2024-08-11,2024-08-03,Shipped,Express,,91041.53,13656.23,339,15805.47,89231.29,JazzCash,Completed,Order placed by Umar Rizvi
5422,1791,72,267,2024-09-01,2024-09-06,2024-09-05,Delivered,Courier,,208490.52,31273.58,287,29549.48,210501.61,Credit Card,Completed,Order placed by Hassan Farooq
5423,871,40,32,2024-04-03,2024-04-07,2024-04-05,Delivered,Courier,,195061.4,29259.21,266,17580.6,207006.01,JazzCash,Completed,Order placed by Khadija Jafri
5424,470,38,257,2023-09-15,2023-09-17,2023-09-22,Shipped,Express,,333014.93,49952.24,240,30606.07,352601.09,Bank Transfer,Completed,Order placed by Abdullah Rizwan
5425,1090,57,270,2024-02-28,2024-03-02,2024-03-05,Shipped,Pickup,,286473.42,42971.01,4,45511.58,283936.85,Cash,Completed,Order placed by Amaan Akhtar
5426,363,19,193,2025-03-12,2025-03-23,2025-03-15,Shipped,Express,,127772.16,19165.82,229,14333.84,132833.15,JazzCash,Completed,Order placed by Yusuf Iqbal
5427,534,55,111,2024-01-28,2024-02-03,2024-01-31,Shipped,Pickup,,478172.51,71725.88,70,69826.49,480141.89,Debit Card,Completed,Order placed by Nida Rizvi
5428,793,16,238,2024-06-11,2024-06-13,,Pending,Pickup,,15912.68,2386.9,376,2360.32,16315.27,Bank Transfer,Pending,Order placed by Amina Farooq
5429,1875,29,239,2023-09-18,2023-09-27,2023-09-22,Delivered,Courier,,350641.72,52596.26,199,21774.28,381662.71,EasyPaisa,Completed,Order placed by Amina Raza
5430,1742,38,257,2024-05-10,2024-05-11,2024-05-15,Shipped,Courier,,272601.43,40890.21,323,16536.57,297278.08,Bank Transfer,Completed,Order placed by Ali Naeem
5431,418,10,225,2025-03-23,2025-03-24,2025-03-27,Shipped,Pickup,,41882.34,6282.35,81,6336.66,41909.02,Cash,Completed,Order placed by Aisha Rizvi
5432,810,53,157,2025-02-14,2025-02-22,2025-02-20,Delivered,Standard,,241008.19,36151.23,212,33601.81,243769.62,JazzCash,Completed,Order placed by Amaan Nadeem
5433,1457,50,280,2025-05-09,2025-05-13,2025-05-10,Delivered,Express,,205884.62,30882.69,124,35715.38,201175.93,Debit Card,Completed,Order placed by Zain Jafri
5434,379,60,6,2025-04-21,2025-04-23,2025-04-25,Shipped,Express,,65054.21,9758.13,482,13940.79,61353.55,Bank Transfer,Completed,Order placed by Sadia Qureshi
5435,1556,74,198,2024-02-24,2024-03-04,2024-02-29,Delivered,Standard,,634406.89,95161.03,68,25945.11,703690.82,Bank Transfer,Completed,Order placed by Shahzad Zahid
5436,276,56,90,2023-09-11,2023-09-24,,Processing,Standard,,371535.88,55730.38,235,32065.12,395436.14,Mobile Banking,Pending,Order placed by Ali Khalid
5437,443,36,46,2025-07-13,2025-07-26,2025-07-15,Delivered,Express,,307204.43,46080.66,373,19801.57,333856.53,Cash,Completed,Order placed by Hamza Khalid
5438,545,15,43,2023-12-14,2023-12-28,,Pending,Standard,,434334.61,65150.19,463,16416.39,483531.41,Credit Card,Pending,Order placed by Zayan Ahmed
5439,1792,39,171,2025-02-12,2025-02-19,,Processing,Express,,123032.31,18454.85,85,22600.69,118971.46,Credit Card,Pending,Order placed by Arham Nadeem
5440,607,37,251,2023-09-16,2023-09-21,2023-09-22,Shipped,Pickup,,128110.06,19216.51,429,18870.94,128884.62,Mobile Banking,Completed,Order placed by Yusuf Khalid
5441,1169,63,120,2024-06-15,2024-06-16,2024-06-19,Delivered,Express,,390491.81,58573.77,299,26073.19,423291.4,Credit Card,Completed,Order placed by Sana Nadeem
5442,736,75,271,2025-01-19,2025-01-24,2025-01-23,Delivered,Pickup,,278000.48,41700.07,364,23139.52,296925.02,Cash,Completed,Order placed by Aisha Rehman
5443,1185,57,236,2024-11-25,2024-12-09,2024-11-26,Delivered,Standard,,352996.76,52949.51,401,78188.24,328159.04,EasyPaisa,Completed,Order placed by Hania Hussain
5444,1231,60,187,2023-09-02,2023-09-09,2023-09-09,Shipped,Express,,117642.79,17646.42,155,8362.21,127082.01,Credit Card,Completed,Order placed by Zain Rizvi
5445,1167,26,83,2025-03-13,2025-03-20,2025-03-17,Delivered,Courier,,363724.52,54558.68,13,35187.48,383108.72,Bank Transfer,Completed,Order placed by Nida Saeed
5446,796,58,143,2023-09-07,2023-09-16,2023-09-14,Shipped,Courier,,91002.27,13650.34,258,6670.73,98239.89,Credit Card,Completed,Order placed by Maryam Malik
5447,189,9,89,2024-09-20,2024-10-01,2024-09-26,Shipped,Same Day,,159404.13,23910.62,401,27200.87,156514.88,Cash,Completed,Order placed by Hussein Iqbal
5448,906,54,300,2024-09-02,2024-09-11,2024-09-05,Delivered,Same Day,,561.71,84.26,448,93.29,1000.68,Debit Card,Completed,Order placed by Ayan Khalid
5449,578,53,178,2025-07-16,2025-07-29,2025-07-21,Shipped,Same Day,,640909.28,96136.39,498,48924.72,688618.95,Credit Card,Completed,Order placed by Sadia Naeem
5450,593,21,298,2025-06-21,2025-06-26,2025-06-27,Shipped,Express,,28741.6,4311.24,483,1622.4,31913.43,Mobile Banking,Completed,Order placed by Khadija Raza
5451,1063,7,150,2025-01-04,2025-01-08,2025-01-09,Delivered,Express,,322852.51,48427.88,413,40569.49,331123.9,JazzCash,Completed,Order placed by Ibrahim Akhtar
5452,689,75,127,2023-09-15,2023-09-19,2023-09-16,Delivered,Courier,,231070.87,34660.63,250,31184.13,234797.37,JazzCash,Completed,Order placed by Zoya Naqvi
5453,465,52,79,2024-07-04,2024-07-06,2024-07-09,Delivered,Same Day,,105194.97,15779.25,120,13109.03,107985.18,Bank Transfer,Completed,Order placed by Hafsa Rashid
5454,1870,23,189,2023-11-29,2023-12-02,2023-12-05,Delivered,Pickup,,193882.47,29082.37,251,15975.53,207240.31,JazzCash,Completed,Order placed by Yusuf Abbas
5455,1620,65,240,2025-07-16,2025-07-20,2025-07-20,Delivered,Standard,,81693.01,12253.95,392,7157.99,87180.98,Debit Card,Completed,Order placed by Zayan Jafri
5456,577,60,187,2024-03-10,2024-03-21,2024-03-11,Delivered,Same Day,,226114.15,33917.12,340,23034.85,237336.41,EasyPaisa,Completed,Order placed by Rayyan Waseem
5457,1059,16,223,2025-04-14,2025-04-26,2025-04-19,Shipped,Express,,211271.4,31690.71,90,32162.6,210889.51,EasyPaisa,Completed,Order placed by Fatima Farooq
5458,1208,53,205,2024-12-07,2024-12-09,2024-12-09,Delivered,Pickup,,327725.85,49158.88,274,16389.15,360769.58,Cash,Completed,Order placed by Yusuf Hussain
5459,152,14,269,2025-06-12,2025-06-17,,Processing,Courier,,477335.3,71600.29,185,44239.7,504880.89,Mobile Banking,Pending,Order placed by Mariam Jafri
5460,1211,32,52,2024-02-18,2024-02-23,2024-02-21,Shipped,Standard,,128748.5,19312.27,116,8891.5,139285.27,JazzCash,Completed,Order placed by Fatima Nadeem
5461,868,43,161,2024-06-02,2024-06-14,2024-06-08,Delivered,Express,,232326.29,34848.94,20,27544.71,239650.52,Credit Card,Completed,Order placed by Hussein Naqvi
5462,946,44,204,2025-07-30,2025-08-02,2025-08-05,Delivered,Courier,,201961.56,30294.23,163,6302.44,226116.36,Cash,Completed,Order placed by Rabia Naqvi
5463,279,64,173,2024-11-24,2024-12-07,,Pending,Express,,111593.21,16738.98,116,19704.79,108743.4,Mobile Banking,Pending,Order placed by Zoya Iqbal
5464,1079,23,8,2025-06-08,2025-06-22,2025-06-13,Delivered,Same Day,,267767.97,40165.2,244,36956.03,271221.14,JazzCash,Completed,Order placed by Rayyan Khalid
5465,902,20,224,2023-10-04,2023-10-06,2023-10-09,Delivered,Express,,365240.0,54786.0,457,16754.0,403729.0,EasyPaisa,Completed,Order placed by Ahmed Hassan
5466,52,69,217,2024-02-11,2024-02-17,2024-02-18,Delivered,Pickup,,191021.12,28653.17,414,6103.88,213984.41,Credit Card,Completed,Order placed by Jannat Tariq
5467,1267,68,135,2024-01-30,2024-02-12,2024-02-03,Delivered,Express,,358860.89,53829.13,497,36957.11,376229.91,Cash,Completed,Order placed by Ayan Khan
5468,1912,61,74,2023-10-01,2023-10-15,,Pending,Same Day,,66137.93,9920.69,214,6752.07,69520.55,Mobile Banking,Pending,Order placed by Arham Zaidi
5469,80,75,7,2025-05-05,2025-05-08,,Pending,Standard,,187439.36,28115.9,136,728.64,214962.62,Cash,Pending,Order placed by Mariam Qureshi
5470,845,36,72,2025-05-10,2025-05-15,2025-05-15,Delivered,Express,,13698.62,2054.79,432,1163.38,15022.03,EasyPaisa,Completed,Order placed by Hafsa Tariq
5471,711,5,273,2023-10-06,2023-10-10,2023-10-09,Delivered,Courier,,154376.64,23156.5,302,19942.36,157892.78,Debit Card,Completed,Order placed by Hania Naeem
5472,715,73,220,2024-03-17,2024-03-26,2024-03-23,Delivered,Pickup,,205136.62,30770.49,431,7518.38,228819.73,Bank Transfer,Completed,Order placed by Hafsa Zahid
5473,1641,27,179,2024-05-31,2024-06-12,2024-06-01,Shipped,Standard,,246333.12,36949.97,80,24604.88,258758.22,Debit Card,Completed,Order placed by Hassan Saeed
5474,1918,35,18,2025-01-20,2025-01-25,,Processing,Express,,108379.26,16256.89,239,5315.74,119559.42,Debit Card,Pending,Order placed by Fatima Akhtar
5475,1991,73,81,2023-10-12,2023-10-17,,Pending,Same Day,,57251.78,8587.77,138,4731.22,61246.33,Credit Card,Pending,Order placed by Yusuf Iqbal
5476,264,61,105,2025-02-22,2025-03-04,2025-02-24,Delivered,Pickup,,89149.82,13372.47,353,16047.18,86828.11,Bank Transfer,Completed,Order placed by Ayan Saleem
5477,1613,15,207,2024-01-23,2024-02-06,2024-01-28,Shipped,Pickup,,177275.14,26591.27,308,15696.86,188477.55,Credit Card,Completed,Order placed by Shahzad Ahmed
5478,358,39,234,2023-10-25,2023-11-05,,Processing,Courier,,104839.64,15725.95,495,11383.36,109677.22,Mobile Banking,Pending,Order placed by Ayan Ahmed
5479,654,38,219,2025-03-16,2025-03-30,2025-03-22,Shipped,Courier,,117566.1,17634.91,55,11596.9,123659.11,Credit Card,Completed,Order placed by Sadia Waseem
5480,1552,63,120,2025-05-04,2025-05-11,2025-05-10,Delivered,Standard,,176877.44,26531.62,394,18185.56,185617.49,Bank Transfer,Completed,Order placed by Fatima Hussain
5481,780,46,16,2024-08-01,2024-08-05,,Processing,Same Day,,327450.7,49117.61,498,32731.3,344335.01,Bank Transfer,Pending,Order placed by Arham Ali
5482,1470,35,18,2025-03-23,2025-04-05,2025-03-26,Delivered,Express,,217006.29,32550.94,234,28573.71,221217.52,EasyPaisa,Completed,Order placed by Abdullah Hussain
5483,606,40,297,2024-07-02,2024-07-12,,Pending,Express,,631507.63,94726.14,213,96377.37,630069.41,EasyPaisa,Pending,Order placed by Muhammad Zahid
5484,152,20,224,2025-05-01,2025-05-10,2025-05-04,Shipped,Express,,17865.06,2679.76,18,770.94,19791.89,Cash,Completed,Order placed by Mariam Jafri
5485,184,62,118,2024-07-21,2024-07-22,2024-07-23,Shipped,Pickup,,22735.62,3410.34,72,4876.38,21341.59,Debit Card,Completed,Order placed by Jannat Khan
5486,415,38,299,2025-04-03,2025-04-17,,Pending,Same Day,,297314.85,44597.23,341,19505.15,322747.93,Mobile Banking,Pending,Order placed by Alina Hussain
5487,721,4,165,2023-10-03,2023-10-12,2023-10-04,Delivered,Pickup,,325080.79,48762.12,166,71192.21,302816.71,Cash,Completed,Order placed by Maryam Akhtar
5488,1924,60,109,2024-08-23,2024-08-28,2024-08-24,Shipped,Courier,,156528.83,23479.32,93,19596.17,160504.98,JazzCash,Completed,Order placed by Ibrahim Farooq
5489,158,46,16,2024-02-23,2024-02-24,2024-02-26,Shipped,Standard,,59136.2,8870.43,398,1541.8,66862.84,EasyPaisa,Completed,Order placed by Sumaya Zaidi
5490,1218,36,140,2024-05-22,2024-05-29,2024-05-28,Delivered,Courier,,125473.09,18820.96,298,7168.91,137423.13,Mobile Banking,Completed,Order placed by Yusuf Saeed
5491,386,35,18,2025-08-06,2025-08-10,,Pending,Pickup,,87581.78,13137.27,121,6984.22,93855.82,Cash,Pending,Order placed by Haris Shah
5492,777,44,204,2024-10-26,2024-11-04,2024-10-30,Shipped,Courier,,233358.61,35003.79,52,15886.39,252528.0,Credit Card,Completed,Order placed by Ayan Malik
5493,508,34,84,2025-02-26,2025-03-10,2025-02-27,Shipped,Standard,,194538.05,29180.71,93,14883.95,208927.81,Cash,Completed,Order placed by Sana Farooq
5494,658,38,299,2025-08-24,2025-09-01,2025-08-29,Shipped,Express,,138343.82,20751.57,371,3865.18,155601.21,EasyPaisa,Completed,Order placed by Haris Rizvi
5495,1231,74,248,2023-08-30,2023-09-05,2023-09-02,Shipped,Same Day,,260213.53,39032.03,54,53989.47,245310.09,Debit Card,Completed,Order placed by Zain Rizvi
5496,1653,23,8,2025-02-15,2025-02-28,2025-02-19,Shipped,Express,,93619.03,14042.86,476,7016.97,101120.92,Mobile Banking,Completed,Order placed by Nida Jafri
5497,675,29,283,2025-05-10,2025-05-22,,Pending,Standard,,103893.9,15584.08,441,15916.1,104002.88,Credit Card,Pending,Order placed by Arham Khalid
5498,1535,57,270,2024-12-19,2024-12-31,2024-12-23,Shipped,Express,,93944.82,14091.72,5,7207.18,100834.36,Mobile Banking,Completed,Order placed by Ahmed Khan
5499,907,58,143,2023-10-21,2023-10-22,2023-10-25,Delivered,Same Day,,55482.11,8322.32,41,813.89,63031.54,Cash,Completed,Order placed by Hania Zahid
5500,1672,13,255,2023-10-29,2023-11-02,,Processing,Pickup,,118915.74,17837.36,390,22630.26,114512.84,EasyPaisa,Pending,Order placed by Noor Ali
5501,548,51,88,2023-11-25,2023-11-27,2023-11-29,Delivered,Pickup,,190907.52,28636.13,82,18888.48,200737.17,Cash,Completed,Order placed by Mariam Qureshi
5502,1384,52,253,2024-11-02,2024-11-12,2024-11-09,Shipped,Courier,,231541.01,34731.15,222,19855.99,246638.17,Mobile Banking,Completed,Order placed by Noor Abbas
5503,1493,61,112,2023-12-11,2023-12-14,2023-12-18,Delivered,Standard,,116337.41,17450.61,313,1283.59,132817.43,Mobile Banking,Completed,Order placed by Hussein Abbas
5504,1123,70,28,2024-09-03,2024-09-15,2024-09-10,Shipped,Express,,328163.49,49224.52,368,31705.51,346050.5,Mobile Banking,Completed,Order placed by Ali Akhtar
5505,861,19,193,2025-08-04,2025-08-11,2025-08-10,Shipped,Courier,,387339.06,58100.86,431,45995.94,399874.99,EasyPaisa,Completed,Order placed by Sadia Raza
5506,1909,64,123,2024-06-11,2024-06-16,2024-06-16,Delivered,Express,,92226.08,13833.91,485,7740.92,98804.08,Cash,Completed,Order placed by Noor Jafri
5507,777,40,136,2025-01-28,2025-02-08,2025-01-29,Delivered,Courier,,229624.14,34443.62,7,22935.86,241138.9,Cash,Completed,Order placed by Ayan Malik
5508,1219,6,58,2024-12-16,2024-12-30,2024-12-23,Shipped,Courier,,210170.81,31525.62,454,22376.19,219774.23,Debit Card,Completed,Order placed by Zain Abbas
5509,210,66,276,2024-11-21,2024-12-04,,Processing,Pickup,,431148.98,64672.35,499,57504.02,438816.3,EasyPaisa,Pending,Order placed by Nida Farooq
5510,1495,72,267,2024-12-08,2024-12-13,2024-12-13,Shipped,Standard,,298682.54,44802.38,347,38148.46,305683.46,Bank Transfer,Completed,Order placed by Rayyan Siddiqui
5511,1343,65,240,2025-04-23,2025-05-07,2025-04-30,Shipped,Courier,,66555.46,9983.32,203,3894.54,72847.24,Mobile Banking,Completed,Order placed by Amina Ahmed
5512,1254,3,287,2024-03-23,2024-03-30,2024-03-28,Delivered,Same Day,,335257.92,50288.69,16,24891.08,360671.53,EasyPaisa,Completed,Order placed by Hussein Hassan
5513,636,35,275,2025-08-13,2025-08-15,2025-08-15,Delivered,Standard,,262286.53,39342.98,287,50252.47,251664.05,Mobile Banking,Completed,Order placed by Khadija Raza
5514,220,14,42,2025-07-18,2025-07-25,,Pending,Same Day,,365311.77,54796.77,401,34918.23,385591.3,JazzCash,Pending,Order placed by Zain Rashid
5515,1525,4,76,2024-11-24,2024-11-30,,Pending,Express,,7051.06,1057.66,231,1585.94,6753.78,JazzCash,Pending,Order placed by Usman Akhtar
5516,191,4,152,2024-05-31,2024-06-04,2024-06-04,Delivered,Same Day,,347538.16,52130.72,293,31414.84,368547.04,EasyPaisa,Completed,Order placed by Maryam Nadeem
5517,7,18,100,2023-10-27,2023-11-05,2023-11-02,Delivered,Courier,,82869.53,12430.43,290,12997.47,82592.49,Mobile Banking,Completed,Order placed by Haris Farooq
5518,1491,55,34,2024-11-25,2024-11-27,2024-11-26,Shipped,Pickup,,259931.56,38989.73,63,42213.44,256770.84,Credit Card,Completed,Order placed by Khadija Malik
5519,1556,39,234,2024-04-05,2024-04-18,2024-04-06,Delivered,Courier,,222341.1,33351.16,281,19555.9,236417.36,Credit Card,Completed,Order placed by Shahzad Zahid
5520,146,64,211,2025-01-27,2025-01-30,2025-01-29,Delivered,Same Day,,212783.81,31917.57,41,6529.19,238213.19,EasyPaisa,Completed,Order placed by Haris Jafri
5521,1423,29,155,2024-05-20,2024-05-22,2024-05-27,Delivered,Same Day,,99302.53,14895.38,341,13000.47,101538.44,Bank Transfer,Completed,Order placed by Ali Saeed
5522,1999,75,119,2024-12-01,2024-12-13,2024-12-07,Shipped,Courier,,31223.92,4683.59,258,3324.08,32841.42,Bank Transfer,Completed,Order placed by Sumaya Naqvi
5523,690,37,134,2024-05-15,2024-05-28,,Processing,Courier,,404123.52,60618.53,101,53502.48,411340.57,EasyPaisa,Pending,Order placed by Sadia Akhtar
5524,1959,13,274,2025-06-29,2025-07-03,2025-07-02,Shipped,Express,,225934.32,33890.15,109,19238.68,240694.79,Mobile Banking,Completed,Order placed by Abdullah Siddiqui
5525,766,27,179,2025-06-28,2025-06-30,2025-06-30,Shipped,Pickup,,235157.16,35273.57,445,40567.84,230307.9,EasyPaisa,Completed,Order placed by Sana Tariq
5526,1735,17,93,2024-08-25,2024-09-07,2024-08-31,Delivered,Express,,327552.18,49132.83,403,31386.82,345701.2,Mobile Banking,Completed,Order placed by Ayesha Jafri
5527,489,52,29,2024-07-12,2024-07-25,2024-07-19,Shipped,Courier,,143846.14,21576.92,266,16445.86,149243.2,Bank Transfer,Completed,Order placed by Sana Ali
5528,615,49,82,2024-10-01,2024-10-12,2024-10-07,Delivered,Same Day,,16603.58,2490.54,168,3212.42,16049.69,Mobile Banking,Completed,Order placed by Rayyan Rizwan
5529,534,34,84,2025-07-14,2025-07-15,2025-07-17,Delivered,Same Day,,70489.03,10573.35,406,1851.97,79616.41,JazzCash,Completed,Order placed by Nida Rizvi
5530,1084,18,53,2024-10-31,2024-11-01,2024-11-07,Delivered,Courier,,65884.61,9882.69,237,14282.39,61721.92,Bank Transfer,Completed,Order placed by Shahzad Iqbal
5531,1587,72,267,2024-10-31,2024-11-03,2024-11-06,Delivered,Express,,55541.25,8331.19,273,711.75,63433.69,Mobile Banking,Completed,Order placed by Hania Akhtar
5532,1103,60,109,2024-12-05,2024-12-13,,Processing,Pickup,,45004.14,6750.62,237,10321.86,41669.9,Credit Card,Pending,Order placed by Mahnoor Hassan
5533,1013,3,295,2024-04-11,2024-04-23,2024-04-18,Shipped,Standard,,5791.43,868.71,252,721.57,6190.58,Bank Transfer,Completed,Order placed by Zain Rashid
5534,1769,18,289,2023-12-09,2023-12-18,2023-12-12,Shipped,Same Day,,177435.16,26615.27,483,20806.84,183726.6,JazzCash,Completed,Order placed by Aisha Farooq
5535,1443,75,149,2023-12-01,2023-12-02,2023-12-04,Shipped,Pickup,,33630.33,5044.55,74,2065.67,36683.21,EasyPaisa,Completed,Order placed by Hamza Abbas
5536,1004,55,37,2025-01-23,2025-02-03,,Pending,Courier,,220572.09,33085.81,446,17814.91,236288.99,Bank Transfer,Pending,Order placed by Hussein Rizwan
5537,191,5,184,2024-06-19,2024-06-23,,Processing,Express,,239510.4,35926.56,89,10918.6,264607.35,Bank Transfer,Pending,Order placed by Maryam Nadeem
5538,1751,7,199,2025-03-25,2025-03-31,,Processing,Express,,161686.58,24252.99,139,27701.42,158377.15,JazzCash,Pending,Order placed by Ali Hassan
5539,495,17,229,2025-05-31,2025-06-06,,Processing,Pickup,,173674.37,26051.15,206,15925.63,184005.89,Debit Card,Pending,Order placed by Jannat Hashmi
5540,256,69,200,2025-03-06,2025-03-12,2025-03-12,Delivered,Same Day,,371318.35,55697.75,75,26571.65,400519.45,Credit Card,Completed,Order placed by Shahzad Rizwan
5541,658,10,225,2023-09-09,2023-09-16,,Pending,Same Day,,46206.04,6930.91,135,9843.96,43427.99,Credit Card,Pending,Order placed by Haris Rizvi
5542,1502,4,76,2023-11-24,2023-11-29,2023-11-25,Delivered,Express,,98862.45,14829.37,441,23037.55,91095.27,Bank Transfer,Completed,Order placed by Sana Iqbal
5543,8,27,95,2024-03-30,2024-04-03,2024-04-03,Delivered,Standard,,34128.94,5119.34,437,1871.06,37814.22,Bank Transfer,Completed,Order placed by Sumaya Iqbal
5544,1283,9,5,2025-03-18,2025-03-30,,Pending,Standard,,671463.71,100719.56,224,93219.29,679187.98,Credit Card,Pending,Order placed by Zara Rashid
5545,521,38,257,2025-06-25,2025-06-26,2025-06-26,Delivered,Standard,,69284.15,10392.62,30,9192.85,70513.93,JazzCash,Completed,Order placed by Aisha Naeem
5546,224,67,68,2024-05-15,2024-05-26,2024-05-19,Shipped,Courier,,137856.05,20678.41,79,9383.95,149229.5,Cash,Completed,Order placed by Haris Zaidi
5547,1729,10,225,2025-02-16,2025-02-28,,Pending,Express,,285601.63,42840.24,492,37882.37,291051.51,Debit Card,Pending,Order placed by Aisha Waseem
5548,1616,11,290,2025-04-05,2025-04-12,2025-04-08,Shipped,Courier,,165409.78,24811.47,348,14270.22,176299.04,Mobile Banking,Completed,Order placed by Mariam Ahmed
5549,1325,53,27,2025-01-14,2025-01-24,2025-01-21,Shipped,Standard,,219126.7,32869.0,37,14248.3,237784.4,Cash,Completed,Order placed by Bilal Hassan
5550,1763,45,60,2024-03-10,2024-03-24,2024-03-15,Shipped,Pickup,,5678.07,851.71,327,1048.93,5807.86,Bank Transfer,Completed,Order placed by Aisha Ahmed
5551,621,66,276,2025-05-30,2025-06-11,,Processing,Express,,431850.6,64777.59,92,47631.4,449088.78,Credit Card,Pending,Order placed by Fatima Iqbal
5552,282,7,104,2024-10-14,2024-10-24,2024-10-19,Shipped,Courier,,249188.78,37378.32,276,14644.22,272198.88,Mobile Banking,Completed,Order placed by Alina Saleem
5553,1196,38,219,2025-01-19,2025-01-31,2025-01-22,Delivered,Express,,286776.89,43016.53,464,36846.11,293411.31,JazzCash,Completed,Order placed by Umar Iqbal
5554,797,13,122,2023-10-08,2023-10-18,2023-10-11,Shipped,Standard,,200667.64,30100.15,194,3862.36,227099.42,Mobile Banking,Completed,Order placed by Haris Saeed
5555,134,73,81,2025-04-21,2025-04-23,2025-04-23,Delivered,Courier,,269912.14,40486.82,16,21804.86,288610.1,EasyPaisa,Completed,Order placed by Rabia Waseem
5556,244,71,259,2025-08-04,2025-08-08,2025-08-05,Delivered,Standard,,108184.15,16227.62,310,1031.85,123689.92,Debit Card,Completed,Order placed by Sumaya Malik
5557,951,68,135,2024-09-30,2024-10-03,2024-10-01,Delivered,Courier,,89707.11,13456.07,124,4169.89,99117.29,Mobile Banking,Completed,Order placed by Umar Khalid
5558,1707,74,198,2023-12-07,2023-12-15,,Processing,Same Day,,128042.98,19206.45,358,15907.02,131700.4,Credit Card,Pending,Order placed by Rabia Hassan
5559,249,56,90,2024-12-01,2024-12-10,2024-12-06,Shipped,Pickup,,413609.6,62041.44,294,67373.4,408571.63,EasyPaisa,Completed,Order placed by Ayesha Rizwan
5560,1013,56,159,2024-10-29,2024-11-07,2024-11-05,Shipped,Courier,,212054.84,31808.23,116,17384.16,226594.91,JazzCash,Completed,Order placed by Zain Rashid
