CUSTOMER_ID,FIRST_NAME,LAST_NAME,EMAIL,PHONE,DATE_OF_BIRTH,GENDER,MARITAL_STATUS,EDUCATION_LEVEL,ANNUAL_INCOME,CUSTOMER_SEGMENT,REGISTRATION_DATE,IS_ACTIVE
1053,Ibrahim,Nadeem,ibrahim.nadeem@hotmail.com,+92-329-3006077,1994-06-18,Other,Married,Bachelor,530209,Regular,2024-08-23,True
1054,Muhammad,Rashid,muhammad.rashid@yahoo.com,+92-334-6996291,1972-11-07,M,Single,Secondary,822828,Regular,2023-03-29,True
1055,Hussein,Zahid,hussein.zahid@hotmail.com,+92-314-9274305,1986-09-13,Other,Divorced,Other,888595,Regular,2024-03-10,False
1056,Alina,Jafri,alina.jafri@gmail.com,+92-339-8973136,1972-12-19,F,Widowed,Master,4855290,Premium,2023-10-30,True
1057,Mariam,Siddiqui,mariam.siddiqui@hotmail.com,+92-338-3251691,1974-10-16,F,Married,Secondary,2974140,Premium,2023-03-30,True
1058,Alina,Siddiqui,alina.siddiqui@yahoo.com,+92-343-5754817,1957-09-11,F,Divorced,Secondary,552872,Occasional,2023-07-01,True
1059,Fatima,Farooq,fatima.farooq@hotmail.com,+92-328-6951623,1987-05-05,M,Widowed,Primary,757594,Regular,2022-08-16,True
1060,Jannat,Hussain,jannat.hussain@outlook.com,+92-331-9014348,1971-06-09,F,Married,Master,1381789,Regular,2024-12-23,True
1061,Ayan,Naeem,ayan.naeem@yahoo.com,+92-336-5612004,1958-02-23,F,Married,Other,1175235,Regular,2022-02-02,False
1062,Arham,Waseem,arham.waseem@hotmail.com,+92-310-8269485,1976-07-20,F,Widowed,Other,711209,Regular,2024-09-10,False
1063,Ibrahim,Akhtar,ibrahim.akhtar@hotmail.com,+92-345-4505920,1962-11-21,Other,Married,Higher Secondary,557071,Regular,2023-05-17,False
1064,Sadia,Saeed,sadia.saeed@hotmail.com,+92-340-3694182,1962-10-02,F,Widowed,Bachelor,1170121,Regular,2023-08-23,True
1065,Sadia,Jafri,sadia.jafri@yahoo.com,+92-302-9634818,1983-02-18,F,Widowed,Other,604649,Regular,2021-01-05,True
1066,Ahmed,Hassan,ahmed.hassan@gmail.com,+92-307-6796023,1974-01-14,Other,Single,PhD,832010,Regular,2023-08-10,False
1067,Muhammad,Rashid,muhammad.rashid@outlook.com,+92-344-4605450,1988-09-19,Other,Married,Secondary,4589302,Premium,2022-07-12,False
1068,Sadia,Hassan,sadia.hassan@outlook.com,+92-319-2862478,1963-09-24,M,Divorced,Primary,574120,Occasional,2024-10-18,True
1069,Sana,Zaidi,sana.zaidi@hotmail.com,+92-349-9481920,1951-03-17,F,Divorced,Primary,2140013,Premium,2025-01-29,True
1070,Ahmed,Shah,ahmed.shah@hotmail.com,+92-331-1543479,1995-09-12,F,Single,Higher Secondary,703828,Occasional,2020-09-09,True
1071,Ibrahim,Hashmi,ibrahim.hashmi@gmail.com,+92-324-2591169,1968-06-25,M,Widowed,Other,1076801,Regular,2020-09-01,False
1072,Sumaya,Malik,sumaya.malik@yahoo.com,+92-314-3447847,1945-11-21,M,Widowed,Primary,1224763,Regular,2020-11-01,False
1073,Haris,Abbas,haris.abbas@yahoo.com,+92-333-3876748,1960-07-14,Other,Married,Bachelor,1025649,Regular,2025-03-17,False
1074,Hassan,Rizvi,hassan.rizvi@yahoo.com,+92-326-8106842,2002-05-16,F,Married,Bachelor,410726,Occasional,2023-12-22,True
1075,Alina,Tariq,alina.tariq@hotmail.com,+92-331-4779621,1945-02-08,Other,Widowed,PhD,1440228,Regular,2023-07-27,False
1076,Hania,Rashid,hania.rashid@hotmail.com,+92-342-4320303,1959-05-21,Other,Single,Primary,271810,Occasional,2025-08-20,True
1077,Aisha,Nadeem,aisha.nadeem@yahoo.com,+92-319-9512597,1957-01-19,Other,Single,Bachelor,1117876,Regular,2022-08-09,True
1078,Usman,Saeed,usman.saeed@yahoo.com,+92-305-4776075,1999-01-05,F,Widowed,Other,974959,Regular,2024-09-01,True
1079,Rayyan,Khalid,rayyan.khalid@yahoo.com,+92-320-3347932,1962-04-25,M,Married,Primary,636575,Occasional,2021-04-26,True
1080,Usman,Naqvi,usman.naqvi@outlook.com,+92-329-2101282,1967-08-24,M,Divorced,Other,238263,Occasional,2024-02-05,True
1081,Rabia,Hashmi,rabia.hashmi@hotmail.com,+92-338-5345452,1994-04-27,M,Divorced,PhD,782123,Regular,2022-11-24,True
1082,Arham,Nadeem,arham.nadeem@outlook.com,+92-307-5500011,1976-07-18,M,Single,PhD,308003,Occasional,2024-10-15,True
1083,Shahzad,Akhtar,shahzad.akhtar@gmail.com,+92-306-5856164,2004-07-16,M,Single,Primary,350664,Occasional,2022-11-12,True
1084,Shahzad,Iqbal,shahzad.iqbal@outlook.com,+92-344-2903285,1966-07-02,F,Widowed,Secondary,633364,Occasional,2023-08-27,False
1085,Mariam,Saeed,mariam.saeed@hotmail.com,+92-322-9239489,1983-11-13,Other,Widowed,Other,1241502,Regular,2023-11-24,True
1086,Ahmed,Farooq,ahmed.farooq@hotmail.com,+92-349-8179657,1995-01-26,F,Widowed,Other,1096900,Regular,2022-07-11,False
1087,Hania,Naeem,hania.naeem@gmail.com,+92-316-8654967,1992-04-07,F,Divorced,Higher Secondary,895591,Regular,2024-10-05,True
1088,Haris,Zaidi,haris.zaidi@yahoo.com,+92-316-1769489,1972-08-01,Other,Married,Other,1285971,Regular,2025-04-04,False
1089,Hussein,Shah,hussein.shah@outlook.com,+92-331-9468454,1978-05-12,F,Widowed,Other,519960,Regular,2023-07-19,True
1090,Amaan,Akhtar,amaan.akhtar@outlook.com,+92-324-9055860,2002-08-17,Other,Divorced,Primary,713876,Occasional,2022-05-02,True
1091,Nida,Waseem,nida.waseem@hotmail.com,+92-315-3486212,1994-08-11,F,Married,Other,656309,Occasional,2022-09-01,True
1092,Umar,Rashid,umar.rashid@yahoo.com,+92-333-9247824,1957-11-26,M,Single,PhD,1139793,Regular,2022-05-03,False
1093,Amina,Malik,amina.malik@gmail.com,+92-330-9323230,1991-08-19,F,Married,Bachelor,655813,Regular,2020-09-05,True
1094,Sumaya,Zahid,sumaya.zahid@outlook.com,+92-308-3604252,1953-05-14,F,Single,Master,1364524,Regular,2021-10-30,False
1095,Ayan,Hassan,ayan.hassan@gmail.com,+92-342-4495221,1976-03-07,M,Single,Master,680489,Occasional,2023-08-07,True
1096,Zoya,Naeem,zoya.naeem@yahoo.com,+92-349-5407772,1961-10-18,Other,Single,PhD,1234423,Regular,2022-05-15,True
1097,Umar,Malik,umar.malik@outlook.com,+92-330-1013148,1994-11-01,M,Divorced,Other,1273210,Regular,2022-06-03,True
1098,Hamza,Naeem,hamza.naeem@outlook.com,+92-327-2051950,1953-11-15,Other,Widowed,Higher Secondary,734412,Occasional,2021-04-28,True
1099,Zain,Akhtar,zain.akhtar@outlook.com,+92-335-9190678,1996-09-21,F,Married,Secondary,1078732,Regular,2025-04-05,True
1100,Sadia,Waseem,sadia.waseem@yahoo.com,+92-304-9844211,2004-08-18,M,Single,PhD,692085,Regular,2024-09-15,False
1101,Zara,Nadeem,zara.nadeem@gmail.com,+92-323-9882371,1997-07-08,Other,Widowed,Primary,327659,Occasional,2023-03-08,False
1102,Arham,Waseem,arham.waseem@outlook.com,+92-318-2048693,1982-08-10,M,Divorced,Secondary,489494,Occasional,2025-02-15,False
1103,Mahnoor,Hassan,mahnoor.hassan@yahoo.com,+92-335-9398204,1956-09-28,M,Married,PhD,1444009,Regular,2022-05-15,False
1104,Mariam,Nadeem,mariam.nadeem@gmail.com,+92-339-6821103,1997-01-23,M,Widowed,Secondary,3327570,Premium,2022-03-13,True
1105,Hussein,Khan,hussein.khan@outlook.com,+92-331-7173400,1980-04-06,F,Single,Secondary,468956,Occasional,2024-07-20,False
1106,Muhammad,Waseem,muhammad.waseem@gmail.com,+92-335-6703795,1970-09-19,Other,Divorced,Bachelor,1392314,Regular,2022-03-29,False
1107,Ahmed,Qureshi,ahmed.qureshi@yahoo.com,+92-335-2821649,1952-08-23,Other,Divorced,Higher Secondary,856563,Regular,2021-06-02,True
1108,Ayan,Rashid,ayan.rashid@outlook.com,+92-308-2910691,1994-09-14,Other,Married,PhD,353906,Occasional,2023-12-11,True
1109,Ayan,Raza,ayan.raza@outlook.com,+92-338-5493887,2001-11-22,Other,Divorced,Secondary,546295,Regular,2021-07-09,False
1110,Zayan,Khalid,zayan.khalid@gmail.com,+92-317-7114782,1971-03-11,F,Single,Secondary,631815,Occasional,2024-11-11,True
1111,Mariam,Jafri,mariam.jafri@yahoo.com,+92-316-5403405,1961-05-09,Other,Married,Master,602063,Occasional,2023-04-26,True
1112,Sadia,Iqbal,sadia.iqbal@outlook.com,+92-303-6713229,1951-08-12,M,Single,Master,1215407,Regular,2024-06-01,False
1113,Ayesha,Ahmed,ayesha.ahmed@outlook.com,+92-342-9700060,1953-03-13,Other,Widowed,Master,12325703,VIP,2022-02-03,False
1114,Hassan,Ahmed,hassan.ahmed@outlook.com,+92-314-5914166,1993-09-04,Other,Divorced,Bachelor,629882,Regular,2023-12-11,True
1115,Sana,Nadeem,sana.nadeem@hotmail.com,+92-324-2774852,1999-05-22,Other,Divorced,Master,1145467,Regular,2025-07-03,True
1116,Zain,Malik,zain.malik@yahoo.com,+92-333-1392162,1983-07-11,M,Widowed,Master,740573,Occasional,2025-05-14,True
1117,Nida,Saeed,nida.saeed@outlook.com,+92-341-1114476,1994-11-24,Other,Married,Primary,923570,Regular,2023-08-03,True
1118,Sana,Iqbal,sana.iqbal@outlook.com,+92-347-1817763,1966-11-02,Other,Married,Primary,1147185,Regular,2020-10-30,True
1119,Mariam,Naqvi,mariam.naqvi@yahoo.com,+92-323-7095311,1965-06-05,Other,Divorced,PhD,1138512,Regular,2025-01-29,False
1120,Ayan,Waseem,ayan.waseem@gmail.com,+92-300-4622294,1944-09-06,F,Married,Master,306472,Occasional,2022-11-11,True
1121,Maryam,Hashmi,maryam.hashmi@yahoo.com,+92-321-6286133,1981-05-19,F,Married,PhD,629419,Regular,2021-09-25,True
1122,Sumaya,Waseem,sumaya.waseem@yahoo.com,+92-335-5644621,1958-08-01,M,Widowed,Bachelor,1239043,Regular,2024-06-26,True
1123,Ali,Akhtar,ali.akhtar@outlook.com,+92-332-5863839,1979-10-10,M,Divorced,Bachelor,1026072,Regular,2021-02-22,True
1124,Aisha,Iqbal,aisha.iqbal@gmail.com,+92-348-7961395,1973-01-18,F,Single,Other,788326,Occasional,2021-09-03,False
1125,Abdullah,Tariq,abdullah.tariq@hotmail.com,+92-310-7471870,1945-11-24,F,Single,Bachelor,1248170,Regular,2024-02-16,True
1126,Hafsa,Naeem,hafsa.naeem@hotmail.com,+92-323-1753786,1968-08-13,M,Single,Master,1244186,Regular,2021-10-29,True
1127,Alina,Ali,alina.ali@gmail.com,+92-309-6783853,1944-03-21,Other,Divorced,Primary,317947,Occasional,2024-07-24,False
1128,Muhammad,Naqvi,muhammad.naqvi@gmail.com,+92-302-5794703,1947-04-15,F,Single,Primary,864526,Regular,2024-05-21,True
1129,Sadia,Khalid,sadia.khalid@yahoo.com,+92-349-2959748,1965-08-13,M,Divorced,Secondary,867157,Regular,2024-12-15,True
1130,Ayan,Qureshi,ayan.qureshi@hotmail.com,+92-341-9738970,1992-10-01,M,Divorced,Bachelor,664708,Regular,2024-12-25,True
1131,Arham,Zaidi,arham.zaidi@gmail.com,+92-327-8576041,1949-03-13,Other,Single,Bachelor,661615,Occasional,2023-05-31,True
1132,Usman,Shah,usman.shah@gmail.com,+92-325-2041299,1990-11-22,M,Married,Higher Secondary,798965,Occasional,2021-02-25,True
1133,Ayan,Naqvi,ayan.naqvi@outlook.com,+92-311-2508434,1951-02-19,F,Single,Bachelor,1003038,Regular,2025-05-25,True
1134,Hafsa,Farooq,hafsa.farooq@hotmail.com,+92-339-9226137,1967-05-09,F,Widowed,Bachelor,12299283,VIP,2023-05-06,True
1135,Usman,Rehman,usman.rehman@gmail.com,+92-325-8813788,1986-06-26,F,Widowed,Primary,961643,Regular,2022-10-05,True
1136,Rayyan,Shah,rayyan.shah@gmail.com,+92-321-6703006,1979-08-13,F,Divorced,Secondary,708135,Occasional,2021-03-30,False
1137,Zain,Rizwan,zain.rizwan@outlook.com,+92-327-1774444,1983-11-14,F,Married,Bachelor,1168884,Regular,2022-11-18,False
1138,Abdullah,Rashid,abdullah.rashid@hotmail.com,+92-304-9721487,1944-05-02,Other,Divorced,Master,1625155,Premium,2022-07-20,False
1139,Shahzad,Naqvi,shahzad.naqvi@yahoo.com,+92-329-7731203,1980-01-12,Other,Divorced,Primary,311158,Occasional,2024-05-24,False
1140,Ayan,Malik,ayan.malik@outlook.com,+92-303-5001218,1970-06-25,F,Single,Primary,12869465,VIP,2021-12-24,False
1141,Hassan,Khalid,hassan.khalid@gmail.com,+92-319-3141372,1983-12-15,M,Divorced,Higher Secondary,425614,Occasional,2023-08-14,True
1142,Hania,Shah,hania.shah@yahoo.com,+92-327-3913063,1981-12-14,Other,Divorced,Bachelor,248525,Occasional,2020-11-16,True
1143,Zayan,Tariq,zayan.tariq@hotmail.com,+92-348-1975304,1969-03-19,Other,Widowed,Secondary,746288,Regular,2023-01-05,False
1144,Khadija,Waseem,khadija.waseem@outlook.com,+92-349-3049387,2002-08-15,Other,Married,Secondary,1243355,Regular,2022-08-25,False
1145,Hafsa,Naeem,hafsa.naeem@hotmail.com,+92-337-5237564,1949-07-15,M,Single,Bachelor,848759,Regular,2024-07-05,True
1146,Usman,Naeem,usman.naeem@gmail.com,+92-324-9597414,1973-11-09,F,Divorced,Bachelor,668787,Occasional,2020-09-26,True
1147,Rabia,Ali,rabia.ali@outlook.com,+92-310-7101136,1971-08-19,F,Married,Master,982052,Regular,2021-09-26,True
1148,Hania,Hassan,hania.hassan@hotmail.com,+92-314-7016487,1979-02-25,Other,Married,PhD,264132,Occasional,2021-06-02,True
1149,Umar,Shah,umar.shah@yahoo.com,+92-344-9300970,1994-04-21,Other,Widowed,Bachelor,6261446,VIP,2022-12-25,True
1150,Khadija,Farooq,khadija.farooq@hotmail.com,+92-344-5468680,1995-11-01,M,Married,Primary,740540,Occasional,2021-01-03,True
1151,Alina,Zaidi,alina.zaidi@gmail.com,+92-333-6893158,1995-11-19,M,Divorced,Other,340618,Occasional,2024-07-30,True
1152,Zayan,Khan,zayan.khan@yahoo.com,+92-342-2256873,2003-11-01,F,Single,PhD,1021146,Regular,2022-10-15,True
1153,Maryam,Saleem,maryam.saleem@hotmail.com,+92-328-9730670,2000-10-01,M,Single,Primary,666838,Regular,2024-08-13,False
1154,Fatima,Shah,fatima.shah@hotmail.com,+92-309-4418723,1960-12-21,Other,Married,Higher Secondary,1448400,Regular,2024-09-29,False
1155,Zoya,Hassan,zoya.hassan@gmail.com,+92-317-8725568,1999-05-11,Other,Single,PhD,226251,Occasional,2022-10-16,True
1156,Zain,Abbas,zain.abbas@outlook.com,+92-300-9072863,1973-03-05,F,Single,Secondary,1153259,Regular,2024-05-13,True
1157,Ali,Shah,ali.shah@hotmail.com,+92-320-3434637,1954-10-15,F,Single,Primary,371168,Occasional,2023-04-10,True
1158,Abdullah,Hashmi,abdullah.hashmi@gmail.com,+92-305-7072296,1958-07-04,M,Divorced,PhD,677332,Regular,2023-04-26,True
1159,Ahmed,Rizvi,ahmed.rizvi@outlook.com,+92-305-7389199,1986-02-12,M,Divorced,Primary,315206,Occasional,2021-05-01,False
1160,Muhammad,Siddiqui,muhammad.siddiqui@yahoo.com,+92-333-3787803,1949-07-01,F,Single,Higher Secondary,1434267,Regular,2021-11-04,True
1161,Umar,Saeed,umar.saeed@hotmail.com,+92-310-8981998,1957-01-15,Other,Divorced,PhD,3831730,Premium,2022-10-09,True
1162,Nida,Iqbal,nida.iqbal@hotmail.com,+92-320-4799559,1994-12-02,Other,Married,Secondary,1069286,Regular,2021-09-10,True
1163,Ibrahim,Rashid,ibrahim.rashid@hotmail.com,+92-326-4675220,1972-03-14,M,Single,Higher Secondary,1208686,Regular,2023-07-09,False
1164,Jannat,Akhtar,jannat.akhtar@hotmail.com,+92-320-3695074,2002-02-26,F,Widowed,PhD,1117055,Regular,2022-01-05,True
1165,Umar,Waseem,umar.waseem@hotmail.com,+92-308-7450218,1950-04-10,F,Widowed,Secondary,371503,Occasional,2023-11-01,True
1166,Hamza,Nadeem,hamza.nadeem@gmail.com,+92-336-2784011,1995-03-01,F,Widowed,Higher Secondary,9965682,VIP,2024-10-14,False
1167,Nida,Saeed,nida.saeed@outlook.com,+92-341-8112995,1978-05-09,F,Divorced,Bachelor,1491766,Regular,2021-05-12,True
1168,Jannat,Jafri,jannat.jafri@gmail.com,+92-316-5424554,1978-05-28,Other,Single,Other,529622,Occasional,2021-04-03,False
1169,Sana,Nadeem,sana.nadeem@yahoo.com,+92-312-8537156,1975-01-06,Other,Divorced,Other,662467,Regular,2024-11-10,False
1170,Jannat,Ahmed,jannat.ahmed@hotmail.com,+92-307-8440899,1988-11-27,F,Married,PhD,609369,Occasional,2024-10-18,False
1171,Jannat,Raza,jannat.raza@outlook.com,+92-348-3171082,1969-11-23,M,Single,Secondary,610217,Regular,2022-06-12,True
1172,Zain,Hussain,zain.hussain@outlook.com,+92-328-5696610,1965-11-10,Other,Widowed,PhD,13909055,VIP,2024-10-12,False
1173,Muhammad,Khan,muhammad.khan@yahoo.com,+92-341-3311672,2001-10-06,M,Divorced,Primary,714681,Regular,2022-02-17,True
1174,Mariam,Hussain,mariam.hussain@hotmail.com,+92-337-2206131,1970-10-10,F,Single,Master,516601,Regular,2025-05-04,True
1175,Hania,Saeed,hania.saeed@outlook.com,+92-309-4664081,1998-06-28,Other,Married,Other,1100635,Regular,2021-05-13,True
1176,Zain,Malik,zain.malik@hotmail.com,+92-326-2017561,1987-07-03,Other,Married,Higher Secondary,1000505,Regular,2022-05-29,True
1177,Amina,Raza,amina.raza@outlook.com,+92-324-4154973,2002-07-14,Other,Widowed,PhD,10561216,VIP,2022-06-11,True
1178,Ahmed,Rizwan,ahmed.rizwan@hotmail.com,+92-339-8845927,1995-07-12,M,Single,Primary,750859,Regular,2022-02-21,True
1179,Arham,Farooq,arham.farooq@gmail.com,+92-329-7168272,1968-01-23,M,Widowed,Other,792997,Regular,2022-06-12,False
1180,Muhammad,Jafri,muhammad.jafri@hotmail.com,+92-305-5996541,1994-09-24,F,Married,Secondary,523194,Regular,2021-04-30,True
1181,Khadija,Rizvi,khadija.rizvi@outlook.com,+92-335-9223807,2001-08-08,M,Married,Secondary,1032100,Regular,2023-04-05,False
1182,Hafsa,Rizwan,hafsa.rizwan@outlook.com,+92-300-3717459,2003-11-23,F,Single,PhD,1215099,Regular,2021-10-20,True
1183,Umar,Khan,umar.khan@outlook.com,+92-317-8917539,1979-03-22,F,Single,Primary,560522,Regular,2022-05-05,False
1184,Hassan,Farooq,hassan.farooq@yahoo.com,+92-333-4572069,1991-12-08,F,Married,Higher Secondary,1367749,Regular,2021-03-22,True
1185,Hania,Hussain,hania.hussain@gmail.com,+92-325-4296032,1988-09-21,F,Single,Other,10518525,VIP,2021-05-13,False
1186,Yusuf,Ahmed,yusuf.ahmed@yahoo.com,+92-309-8077506,1945-01-17,M,Married,Higher Secondary,400003,Occasional,2025-07-19,False
1187,Umar,Hashmi,umar.hashmi@hotmail.com,+92-326-5667077,1965-08-05,F,Married,Master,1209386,Regular,2022-09-25,True
1188,Noor,Rizwan,noor.rizwan@yahoo.com,+92-322-7479990,1996-12-21,F,Married,Master,564859,Regular,2023-04-24,True
1189,Muhammad,Shah,muhammad.shah@hotmail.com,+92-301-1062091,1970-07-11,F,Single,Secondary,639973,Regular,2022-02-23,False
1190,Umar,Zaidi,umar.zaidi@hotmail.com,+92-329-1695268,1969-04-17,Other,Married,Secondary,12781618,VIP,2024-07-26,True
1191,Usman,Farooq,usman.farooq@outlook.com,+92-306-4344612,1962-06-01,M,Married,Bachelor,788960,Occasional,2021-07-18,True
1192,Hussein,Farooq,hussein.farooq@yahoo.com,+92-311-3201957,2003-06-24,Other,Married,Higher Secondary,1124330,Regular,2025-01-19,False
1193,Zara,Nadeem,zara.nadeem@outlook.com,+92-304-5238940,1999-02-09,M,Married,Other,578466,Regular,2020-12-23,True
1194,Noor,Hassan,noor.hassan@yahoo.com,+92-337-4103722,1944-11-18,Other,Single,Secondary,709578,Regular,2024-01-25,True
1195,Haris,Rizwan,haris.rizwan@yahoo.com,+92-308-2004557,1978-08-13,M,Single,Master,602094,Occasional,2025-04-07,True
1196,Umar,Iqbal,umar.iqbal@yahoo.com,+92-330-8668913,1995-05-27,Other,Single,Primary,771300,Regular,2025-02-20,True
1197,Shahzad,Ali,shahzad.ali@yahoo.com,+92-314-4239521,1966-03-02,Other,Married,Primary,3030737,Premium,2021-08-08,False
1198,Zoya,Zahid,zoya.zahid@gmail.com,+92-345-6570965,1978-04-13,M,Widowed,PhD,1780369,Premium,2023-05-09,True
1199,Ahmed,Farooq,ahmed.farooq@hotmail.com,+92-300-2872558,1962-07-18,Other,Widowed,Secondary,980126,Regular,2025-07-08,True
1200,Ayan,Waseem,ayan.waseem@yahoo.com,+92-338-5621126,1953-01-05,Other,Single,Secondary,1337689,Regular,2024-12-15,True
1201,Hussein,Ali,hussein.ali@yahoo.com,+92-321-4824829,1998-12-19,M,Widowed,Secondary,459618,Occasional,2021-06-04,True
1202,Shahzad,Waseem,shahzad.waseem@yahoo.com,+92-334-7861257,1953-01-19,Other,Divorced,Primary,1276592,Regular,2021-07-14,True
1203,Ibrahim,Naqvi,ibrahim.naqvi@hotmail.com,+92-349-3940983,1997-08-12,Other,Married,Primary,591715,Occasional,2024-02-11,False
1204,Zoya,Zaidi,zoya.zaidi@gmail.com,+92-344-2041898,1974-04-24,M,Divorced,PhD,1073509,Regular,2022-08-05,True
1205,Ahmed,Iqbal,ahmed.iqbal@gmail.com,+92-342-7489146,1983-04-19,F,Divorced,Master,635002,Regular,2020-11-28,True
1206,Mariam,Qureshi,mariam.qureshi@gmail.com,+92-305-4044613,1991-10-13,Other,Widowed,PhD,777613,Occasional,2023-07-03,True
1207,Maryam,Zahid,maryam.zahid@gmail.com,+92-326-5507110,1992-06-18,Other,Widowed,Master,725082,Regular,2024-07-16,False
1208,Yusuf,Hussain,yusuf.hussain@yahoo.com,+92-346-8883165,1997-07-11,Other,Married,Primary,603539,Regular,2022-04-05,True
1209,Arham,Hassan,arham.hassan@gmail.com,+92-318-9237841,1965-03-27,F,Divorced,Secondary,244481,Occasional,2025-08-16,True
1210,Amaan,Khan,amaan.khan@yahoo.com,+92-325-6190205,2004-12-08,F,Single,Secondary,709297,Regular,2021-10-26,True
1211,Fatima,Nadeem,fatima.nadeem@yahoo.com,+92-300-9709703,1967-02-09,F,Widowed,Higher Secondary,1367286,Regular,2021-04-25,True
1212,Ayan,Zahid,ayan.zahid@hotmail.com,+92-303-1198007,1958-08-20,Other,Divorced,Secondary,507037,Regular,2021-06-04,True
1213,Bilal,Malik,bilal.malik@yahoo.com,+92-345-9892152,1985-05-15,M,Single,PhD,1155510,Regular,2024-08-03,True
1214,Haris,Siddiqui,haris.siddiqui@yahoo.com,+92-320-5089625,1964-07-13,F,Married,Primary,205608,Occasional,2021-02-08,True
1215,Sumaya,Akhtar,sumaya.akhtar@yahoo.com,+92-347-8440965,1997-10-21,M,Single,Primary,1172380,Regular,2024-10-14,False
1216,Zain,Rizvi,zain.rizvi@gmail.com,+92-313-4876968,1990-12-09,F,Single,Bachelor,377466,Occasional,2020-11-23,True
1217,Sana,Saleem,sana.saleem@hotmail.com,+92-321-4615305,1958-02-24,Other,Widowed,Higher Secondary,7966501,VIP,2022-11-16,False
1218,Yusuf,Saeed,yusuf.saeed@gmail.com,+92-345-6888208,1991-05-14,M,Single,Master,665924,Regular,2024-07-27,True
1219,Zain,Abbas,zain.abbas@outlook.com,+92-347-7971015,1948-08-26,M,Married,Secondary,395934,Occasional,2021-05-06,False
1220,Jannat,Zahid,jannat.zahid@outlook.com,+92-318-6657079,1998-10-27,M,Married,PhD,1336365,Regular,2025-03-13,False
1221,Zain,Tariq,zain.tariq@gmail.com,+92-339-2939565,1976-12-04,M,Divorced,Master,370042,Occasional,2021-09-30,True
1222,Abdullah,Khalid,abdullah.khalid@gmail.com,+92-314-8833668,1998-07-26,Other,Widowed,PhD,570616,Occasional,2022-02-14,True
1223,Sadia,Ahmed,sadia.ahmed@outlook.com,+92-338-5804535,1996-07-21,M,Widowed,PhD,615867,Occasional,2023-06-24,True
1224,Ibrahim,Siddiqui,ibrahim.siddiqui@yahoo.com,+92-343-3608798,1991-05-07,Other,Married,Higher Secondary,255374,Occasional,2023-10-25,True
1225,Mahnoor,Hassan,mahnoor.hassan@gmail.com,+92-332-2868302,1991-05-28,M,Single,PhD,1324740,Regular,2023-12-29,True
1226,Fatima,Iqbal,fatima.iqbal@outlook.com,+92-321-2804984,1991-03-04,Other,Single,Primary,786570,Regular,2023-12-16,False
1227,Bilal,Shah,bilal.shah@outlook.com,+92-301-1174245,1975-12-17,Other,Widowed,Higher Secondary,1338684,Regular,2021-12-21,True
1228,Sumaya,Saleem,sumaya.saleem@gmail.com,+92-336-6439426,1966-08-21,F,Single,Bachelor,1085442,Regular,2022-09-03,False
1229,Hania,Ahmed,hania.ahmed@hotmail.com,+92-318-4059163,1945-12-06,M,Widowed,Primary,842014,Regular,2020-10-27,True
1230,Hamza,Rizvi,hamza.rizvi@yahoo.com,+92-313-4933019,1952-04-22,M,Widowed,Other,1308235,Regular,2021-12-09,False
1231,Zain,Rizvi,zain.rizvi@gmail.com,+92-342-5630544,1958-04-10,Other,Widowed,Other,2054417,Premium,2022-05-26,True
1232,Zain,Hussain,zain.hussain@gmail.com,+92-345-1273462,1965-06-14,Other,Widowed,Secondary,538082,Occasional,2024-09-15,True
1233,Bilal,Khan,bilal.khan@outlook.com,+92-348-2955587,1945-02-11,F,Divorced,PhD,713774,Occasional,2021-09-06,True
1234,Zayan,Shah,zayan.shah@yahoo.com,+92-326-9112873,1968-07-02,F,Divorced,Master,1162127,Regular,2020-09-20,True
1235,Muhammad,Ahmed,muhammad.ahmed@hotmail.com,+92-310-1935812,1945-07-14,M,Divorced,PhD,788289,Regular,2021-04-21,True
1236,Hafsa,Ahmed,hafsa.ahmed@gmail.com,+92-300-2723029,1950-03-11,F,Widowed,PhD,1256483,Regular,2022-10-12,True
1237,Zoya,Rashid,zoya.rashid@hotmail.com,+92-300-4084123,1946-04-09,Other,Married,Bachelor,793014,Occasional,2021-08-24,True
1238,Jannat,Hassan,jannat.hassan@yahoo.com,+92-313-2019416,1996-01-20,F,Single,Primary,824926,Regular,2023-10-14,True
1239,Zoya,Hussain,zoya.hussain@outlook.com,+92-329-9516129,1949-03-14,Other,Married,Primary,1215143,Regular,2023-12-18,True
1240,Haris,Ali,haris.ali@hotmail.com,+92-302-7116683,1977-03-15,M,Widowed,Secondary,932866,Regular,2023-03-12,True
1241,Mahnoor,Saeed,mahnoor.saeed@hotmail.com,+92-343-8588753,1970-04-23,F,Married,Higher Secondary,286137,Occasional,2023-06-22,True
1242,Arham,Malik,arham.malik@outlook.com,+92-341-4495588,1990-07-18,Other,Single,Primary,12729546,VIP,2020-11-14,True
1243,Amina,Naqvi,amina.naqvi@yahoo.com,+92-321-6460903,1983-06-16,M,Widowed,Primary,261935,Occasional,2020-10-03,True
1244,Zoya,Qureshi,zoya.qureshi@outlook.com,+92-342-8075391,2004-12-16,F,Single,Higher Secondary,676660,Regular,2024-09-11,False
1245,Abdullah,Shah,abdullah.shah@outlook.com,+92-327-8052939,1954-08-21,F,Widowed,Secondary,1199658,Regular,2022-04-02,True
