ADDRESS_ID,CUSTOMER_ID,ADDRESS_TYPE,STREET_ADDRESS,CITY,PROVINCE,POSTAL_CODE,COUNTRY,IS_DEFAULT
1215,1007,Secondary,Block D Saddar,Zhob,Balochistan,74180,Pakistan,False
1216,1008,Primary,Block B Bahria Town,Sukkur,Sindh,25403,Pakistan,True
1217,1009,Primary,Block D Main Boulevard,Jacobabad,Sindh,86076,Pakistan,True
1218,1010,Primary,139 Cantt,Swat,Khyber Pakhtunkhwa,80818,Pakistan,True
1219,1010,Secondary,Block D Main Boulevard,Muzaffarabad,Azad Kashmir,65538,Pakistan,False
1220,1011,Primary,574 Bahria Town,Mardan,Khyber Pakhtunkhwa,77313,Pakistan,True
1221,1012,Primary,House 988 Model Town,Skardu,Gilgit-Baltistan,42358,Pakistan,True
1222,1013,Primary,House 237 Park Road,Rawalakot,Azad Kashmir,54863,Pakistan,True
1223,1013,Secondary,House 572 Saddar,Astore,Gilgit-Baltistan,36550,Pakistan,False
1224,1014,Primary,450 Park Road,Chaman,Balochistan,48181,Pakistan,True
1225,1015,Primary,302 Saddar,Jacobabad,Sindh,95139,Pakistan,True
1226,1015,Secondary,House 256 Industrial Area,Gujranwala,Punjab,61756,Pakistan,False
1227,1016,Primary,Block D Industrial Area,Faisalabad,Punjab,76686,Pakistan,True
1228,1017,Primary,House 702 Johar Town,Peshawar,Khyber Pakhtunkhwa,26862,Pakistan,True
1229,1018,Primary,28 Defence Housing,Skardu,Gilgit-Baltistan,63737,Pakistan,True
1230,1018,Secondary,Block A Park Road,Hyderabad,Sindh,36332,Pakistan,False
1231,1019,Primary,Block E Johar Town,Skardu,Gilgit-Baltistan,47323,Pakistan,True
1232,1020,Primary,934 Cantt,Mansehra,Khyber Pakhtunkhwa,74801,Pakistan,True
1233,1020,Secondary,Block D Saddar,Rawalpindi,Punjab,34506,Pakistan,False
1234,1021,Primary,993 Industrial Area,Hyderabad,Sindh,58957,Pakistan,True
1235,1022,Primary,Block C Gulberg,Gwadar,Balochistan,73443,Pakistan,True
1236,1022,Secondary,House 689 Bahria Town,Bahawalpur,Punjab,28306,Pakistan,False
1237,1023,Primary,703 Defence Housing,Astore,Gilgit-Baltistan,21239,Pakistan,True
1238,1024,Primary,House 363 Main Boulevard,Karachi,Sindh,86983,Pakistan,True
1239,1025,Primary,Block E Park Road,Gwadar,Balochistan,42186,Pakistan,True
1240,1026,Primary,House 215 College Road,Faisalabad,Punjab,33727,Pakistan,True
1241,1027,Primary,House 66 Main Boulevard,Faisalabad,Punjab,14271,Pakistan,True
1242,1027,Secondary,House 210 Gulberg,Turbat,Balochistan,95485,Pakistan,False
1243,1028,Primary,Block A Gulberg,Kotli,Azad Kashmir,30430,Pakistan,True
1244,1028,Secondary,457 Model Town,Turbat,Balochistan,99967,Pakistan,False
1245,1029,Primary,941 Gulberg,Chilas,Gilgit-Baltistan,26321,Pakistan,True
1246,1030,Primary,121 University Road,Chilas,Gilgit-Baltistan,33351,Pakistan,True
1247,1031,Primary,352 Saddar,Khuzdar,Balochistan,62342,Pakistan,True
1248,1031,Secondary,208 Clifton,Astore,Gilgit-Baltistan,71747,Pakistan,False
1249,1032,Primary,Block C Saddar,Sialkot,Punjab,21197,Pakistan,True
1250,1033,Primary,House 711 Park Road,Bahawalpur,Punjab,11888,Pakistan,True
1251,1034,Primary,500 Clifton,Rawalakot,Azad Kashmir,90245,Pakistan,True
1252,1035,Primary,Block A Johar Town,Nawabshah,Sindh,15416,Pakistan,True
1253,1036,Primary,Block C Saddar,Jacobabad,Sindh,40032,Pakistan,True
1254,1037,Primary,House 974 Model Town,Astore,Gilgit-Baltistan,54776,Pakistan,True
1255,1038,Primary,859 Industrial Area,Bahawalpur,Punjab,92917,Pakistan,True
1256,1039,Primary,286 Main Boulevard,Skardu,Gilgit-Baltistan,71414,Pakistan,True
1257,1040,Primary,Block E Saddar,Khuzdar,Balochistan,49382,Pakistan,True
1258,1040,Secondary,House 906 Gulberg,Kotli,Azad Kashmir,96519,Pakistan,False
1259,1041,Primary,546 Defence Housing,Astore,Gilgit-Baltistan,99634,Pakistan,True
1260,1042,Primary,721 Main Boulevard,Quetta,Balochistan,83236,Pakistan,True
1261,1043,Primary,907 Mall Road,Skardu,Gilgit-Baltistan,17902,Pakistan,True
1262,1044,Primary,House 293 Main Boulevard,Quetta,Balochistan,32067,Pakistan,True
1263,1045,Primary,House 188 Clifton,Sukkur,Sindh,11235,Pakistan,True
1264,1046,Primary,Block C DHA,Sialkot,Punjab,24987,Pakistan,True
1265,1046,Secondary,Block C Park Road,Charsadda,Khyber Pakhtunkhwa,88682,Pakistan,False
1266,1047,Primary,Block E Bahria Town,Gwadar,Balochistan,87255,Pakistan,True
1267,1048,Primary,House 529 Model Town,Larkana,Sindh,24286,Pakistan,True
1268,1049,Primary,Block C Bahria Town,Peshawar,Khyber Pakhtunkhwa,91486,Pakistan,True
1269,1049,Secondary,House 881 Main Boulevard,Chaman,Balochistan,98536,Pakistan,False
1270,1050,Primary,Block C DHA,Sukkur,Sindh,27841,Pakistan,True
1271,1050,Secondary,House 480 Clifton,Turbat,Balochistan,39915,Pakistan,False
1272,1051,Primary,House 163 Mall Road,Charsadda,Khyber Pakhtunkhwa,91559,Pakistan,True
1273,1052,Primary,House 514 Cantt,Nawabshah,Sindh,93402,Pakistan,True
1274,1053,Primary,867 University Road,Charsadda,Khyber Pakhtunkhwa,13165,Pakistan,True
1275,1054,Primary,856 Cantt,Muzaffarabad,Azad Kashmir,34961,Pakistan,True
1276,1055,Primary,748 Bahria Town,Skardu,Gilgit-Baltistan,31033,Pakistan,True
1277,1056,Primary,House 935 Saddar,Muzaffarabad,Azad Kashmir,58633,Pakistan,True
1278,1056,Secondary,Block C Gulberg,Bahawalpur,Punjab,86477,Pakistan,False
1279,1057,Primary,House 761 Model Town,Abbottabad,Khyber Pakhtunkhwa,15264,Pakistan,True
1280,1058,Primary,427 Defence Housing,Mirpur,Azad Kashmir,94668,Pakistan,True
1281,1059,Primary,House 983 Industrial Area,Quetta,Balochistan,41162,Pakistan,True
1282,1060,Primary,451 Bahria Town,Hyderabad,Sindh,22949,Pakistan,True
1283,1061,Primary,House 379 University Road,Mirpur,Azad Kashmir,27520,Pakistan,True
1284,1062,Primary,House 507 Model Town,Mirpur,Azad Kashmir,41149,Pakistan,True
1285,1063,Primary,House 542 DHA,Peshawar,Khyber Pakhtunkhwa,18616,Pakistan,True
1286,1063,Secondary,House 714 Gulberg,Mardan,Khyber Pakhtunkhwa,28729,Pakistan,False
1287,1064,Primary,639 Clifton,Kotli,Azad Kashmir,27308,Pakistan,True
1288,1064,Secondary,House 472 Gulberg,Gilgit,Gilgit-Baltistan,30878,Pakistan,False
1289,1065,Primary,Block A Clifton,Multan,Punjab,21694,Pakistan,True
1290,1066,Primary,House 761 Clifton,Gujranwala,Punjab,30488,Pakistan,True
1291,1067,Primary,House 889 Park Road,Gwadar,Balochistan,15175,Pakistan,True
1292,1068,Primary,914 Industrial Area,Charsadda,Khyber Pakhtunkhwa,70798,Pakistan,True
1293,1069,Primary,Block B Saddar,Turbat,Balochistan,66905,Pakistan,True
1294,1070,Primary,250 University Road,Nowshera,Khyber Pakhtunkhwa,77731,Pakistan,True
1295,1071,Primary,House 565 Clifton,Muzaffarabad,Azad Kashmir,15148,Pakistan,True
1296,1072,Primary,106 DHA,Lahore,Punjab,18956,Pakistan,True
1297,1073,Primary,563 Mall Road,Larkana,Sindh,73217,Pakistan,True
1298,1074,Primary,Block C University Road,Mirpur,Azad Kashmir,33561,Pakistan,True
1299,1075,Primary,954 Gulberg,Bahawalpur,Punjab,79676,Pakistan,True
1300,1076,Primary,Block B Gulberg,Gujranwala,Punjab,58057,Pakistan,True
1301,1077,Primary,House 532 DHA,Turbat,Balochistan,54518,Pakistan,True
1302,1078,Primary,450 Bahria Town,Sargodha,Punjab,46479,Pakistan,True
1303,1079,Primary,Block B Mall Road,Abbottabad,Khyber Pakhtunkhwa,18163,Pakistan,True
1304,1080,Primary,House 884 Defence Housing,Kotli,Azad Kashmir,88412,Pakistan,True
1305,1080,Secondary,131 Industrial Area,Bahawalpur,Punjab,55696,Pakistan,False
1306,1081,Primary,House 903 DHA,Chaman,Balochistan,40172,Pakistan,True
1307,1082,Primary,127 Clifton,Jacobabad,Sindh,88768,Pakistan,True
1308,1083,Primary,House 811 Model Town,Nowshera,Khyber Pakhtunkhwa,84094,Pakistan,True
1309,1084,Primary,Block C Saddar,Muzaffarabad,Azad Kashmir,94334,Pakistan,True
1310,1085,Primary,House 212 College Road,Charsadda,Khyber Pakhtunkhwa,32628,Pakistan,True
1311,1085,Secondary,House 452 Defence Housing,Mirpur Khas,Sindh,68760,Pakistan,False
1312,1086,Primary,Block B DHA,Nawabshah,Sindh,62994,Pakistan,True
1313,1087,Primary,602 Industrial Area,Nowshera,Khyber Pakhtunkhwa,55374,Pakistan,True
1314,1088,Primary,Block E DHA,Jacobabad,Sindh,81403,Pakistan,True
1315,1088,Secondary,House 853 Gulberg,Abbottabad,Khyber Pakhtunkhwa,33131,Pakistan,False
1316,1089,Primary,302 Johar Town,Gilgit,Gilgit-Baltistan,51123,Pakistan,True
1317,1090,Primary,House 230 Park Road,Abbottabad,Khyber Pakhtunkhwa,65269,Pakistan,True
1318,1091,Primary,Block E Industrial Area,Mansehra,Khyber Pakhtunkhwa,55463,Pakistan,True
1319,1092,Primary,20 Cantt,Chilas,Gilgit-Baltistan,40324,Pakistan,True
1320,1093,Primary,Block B College Road,Gujranwala,Punjab,55083,Pakistan,True
1321,1094,Primary,House 662 Cantt,Mardan,Khyber Pakhtunkhwa,18879,Pakistan,True
1322,1095,Primary,Block D DHA,Sukkur,Sindh,87927,Pakistan,True
1323,1095,Secondary,Block C Clifton,Jacobabad,Sindh,50982,Pakistan,False
1324,1096,Primary,House 513 Gulberg,Quetta,Balochistan,48454,Pakistan,True
1325,1096,Secondary,Block B University Road,Peshawar,Khyber Pakhtunkhwa,25106,Pakistan,False
1326,1097,Primary,Block A College Road,Astore,Gilgit-Baltistan,66457,Pakistan,True
1327,1098,Primary,House 859 Cantt,Kotli,Azad Kashmir,76923,Pakistan,True
1328,1099,Primary,House 38 Clifton,Multan,Punjab,51959,Pakistan,True
1329,1100,Primary,Block D DHA,Bahawalpur,Punjab,93814,Pakistan,True
1330,1100,Secondary,873 DHA,Chilas,Gilgit-Baltistan,54335,Pakistan,False
1331,1101,Primary,6 Main Boulevard,Chaman,Balochistan,88447,Pakistan,True
1332,1102,Primary,Block B Main Boulevard,Jacobabad,Sindh,58892,Pakistan,True
1333,1103,Primary,Block A Gulberg,Kotli,Azad Kashmir,36893,Pakistan,True
1334,1104,Primary,847 Saddar,Chilas,Gilgit-Baltistan,91896,Pakistan,True
1335,1105,Primary,478 Bahria Town,Zhob,Balochistan,49291,Pakistan,True
1336,1105,Secondary,House 703 Industrial Area,Muzaffarabad,Azad Kashmir,87365,Pakistan,False
1337,1106,Primary,House 891 Industrial Area,Mirpur,Azad Kashmir,28683,Pakistan,True
1338,1107,Primary,Block D Main Boulevard,Gujranwala,Punjab,84397,Pakistan,True
1339,1108,Primary,405 Saddar,Sukkur,Sindh,42953,Pakistan,True
1340,1109,Primary,House 25 Gulberg,Charsadda,Khyber Pakhtunkhwa,99799,Pakistan,True
1341,1109,Secondary,804 Bahria Town,Chaman,Balochistan,43485,Pakistan,False
1342,1110,Primary,350 Main Boulevard,Peshawar,Khyber Pakhtunkhwa,97205,Pakistan,True
1343,1111,Primary,554 College Road,Skardu,Gilgit-Baltistan,36297,Pakistan,True
1344,1112,Primary,23 Bahria Town,Hyderabad,Sindh,22982,Pakistan,True
1345,1113,Primary,Block C University Road,Turbat,Balochistan,86653,Pakistan,True
1346,1114,Primary,Block A Defence Housing,Sargodha,Punjab,63214,Pakistan,True
1347,1114,Secondary,House 605 Saddar,Turbat,Balochistan,87378,Pakistan,False
1348,1115,Primary,582 Bahria Town,Rawalpindi,Punjab,54727,Pakistan,True
1349,1115,Secondary,House 138 Clifton,Sialkot,Punjab,20704,Pakistan,False
1350,1116,Primary,House 179 Saddar,Muzaffarabad,Azad Kashmir,14964,Pakistan,True
1351,1117,Primary,Block D Bahria Town,Gwadar,Balochistan,30745,Pakistan,True
1352,1118,Primary,Block A Gulberg,Chilas,Gilgit-Baltistan,80809,Pakistan,True
1353,1119,Primary,Block A Defence Housing,Turbat,Balochistan,83001,Pakistan,True
1354,1120,Primary,House 769 DHA,Karachi,Sindh,76622,Pakistan,True
1355,1120,Secondary,House 129 Main Boulevard,Faisalabad,Punjab,96435,Pakistan,False
1356,1121,Primary,Block C Mall Road,Swat,Khyber Pakhtunkhwa,61714,Pakistan,True
1357,1122,Primary,770 Gulberg,Mirpur,Azad Kashmir,80820,Pakistan,True
1358,1123,Primary,Block E Mall Road,Gilgit,Gilgit-Baltistan,36536,Pakistan,True
1359,1124,Primary,House 15 Main Boulevard,Mardan,Khyber Pakhtunkhwa,15855,Pakistan,True
1360,1125,Primary,360 University Road,Sukkur,Sindh,65911,Pakistan,True
1361,1126,Primary,Block B University Road,Turbat,Balochistan,31527,Pakistan,True
1362,1127,Primary,751 Gulberg,Faisalabad,Punjab,74587,Pakistan,True
1363,1128,Primary,House 304 Gulberg,Gwadar,Balochistan,18144,Pakistan,True
1364,1129,Primary,House 83 Clifton,Gilgit,Gilgit-Baltistan,93281,Pakistan,True
1365,1130,Primary,House 45 DHA,Peshawar,Khyber Pakhtunkhwa,26889,Pakistan,True
1366,1131,Primary,House 160 Main Boulevard,Mirpur Khas,Sindh,70380,Pakistan,True
1367,1132,Primary,House 289 University Road,Larkana,Sindh,46380,Pakistan,True
1368,1132,Secondary,House 756 Park Road,Sargodha,Punjab,51561,Pakistan,False
1369,1133,Primary,House 690 Bahria Town,Muzaffarabad,Azad Kashmir,76167,Pakistan,True
1370,1134,Primary,350 Model Town,Sukkur,Sindh,17915,Pakistan,True
1371,1134,Secondary,941 University Road,Skardu,Gilgit-Baltistan,32158,Pakistan,False
1372,1135,Primary,Block C Model Town,Turbat,Balochistan,29107,Pakistan,True
1373,1135,Secondary,290 Clifton,Chilas,Gilgit-Baltistan,87752,Pakistan,False
1374,1136,Primary,Block D Gulberg,Skardu,Gilgit-Baltistan,57397,Pakistan,True
1375,1137,Primary,925 Bahria Town,Astore,Gilgit-Baltistan,67511,Pakistan,True
1376,1138,Primary,House 742 Main Boulevard,Peshawar,Khyber Pakhtunkhwa,43750,Pakistan,True
1377,1139,Primary,House 525 Saddar,Quetta,Balochistan,24351,Pakistan,True
1378,1139,Secondary,House 890 Defence Housing,Skardu,Gilgit-Baltistan,54457,Pakistan,False
1379,1140,Primary,61 Model Town,Bahawalpur,Punjab,90617,Pakistan,True
1380,1141,Primary,House 268 Industrial Area,Khuzdar,Balochistan,42737,Pakistan,True
1381,1141,Secondary,434 College Road,Lahore,Punjab,84997,Pakistan,False
1382,1142,Primary,Block B University Road,Mansehra,Khyber Pakhtunkhwa,65619,Pakistan,True
1383,1143,Primary,Block D Industrial Area,Nowshera,Khyber Pakhtunkhwa,19511,Pakistan,True
1384,1144,Primary,House 219 Park Road,Quetta,Balochistan,62826,Pakistan,True
1385,1144,Secondary,474 Model Town,Chaman,Balochistan,69266,Pakistan,False
1386,1145,Primary,Block D University Road,Muzaffarabad,Azad Kashmir,76604,Pakistan,True
1387,1146,Primary,482 Defence Housing,Swat,Khyber Pakhtunkhwa,30282,Pakistan,True
1388,1147,Primary,678 Mall Road,Skardu,Gilgit-Baltistan,22307,Pakistan,True
1389,1148,Primary,House 663 Gulberg,Sargodha,Punjab,38110,Pakistan,True
1390,1149,Primary,Block A Model Town,Larkana,Sindh,64952,Pakistan,True
1391,1150,Primary,House 412 Johar Town,Chilas,Gilgit-Baltistan,91082,Pakistan,True
1392,1151,Primary,Block D Cantt,Bahawalpur,Punjab,12380,Pakistan,True
1393,1152,Primary,House 678 Model Town,Muzaffarabad,Azad Kashmir,44988,Pakistan,True
1394,1153,Primary,House 757 Main Boulevard,Sialkot,Punjab,69089,Pakistan,True
1395,1154,Primary,323 Johar Town,Chaman,Balochistan,86948,Pakistan,True
1396,1155,Primary,632 Saddar,Gujranwala,Punjab,67574,Pakistan,True
1397,1156,Primary,House 890 Park Road,Astore,Gilgit-Baltistan,10630,Pakistan,True
1398,1157,Primary,872 Saddar,Nowshera,Khyber Pakhtunkhwa,24997,Pakistan,True
1399,1158,Primary,660 DHA,Peshawar,Khyber Pakhtunkhwa,92106,Pakistan,True
1400,1159,Primary,House 97 Bahria Town,Gilgit,Gilgit-Baltistan,65992,Pakistan,True
1401,1160,Primary,Block C Johar Town,Astore,Gilgit-Baltistan,13322,Pakistan,True
1402,1161,Primary,232 Main Boulevard,Mardan,Khyber Pakhtunkhwa,33652,Pakistan,True
1403,1162,Primary,House 474 Saddar,Bahawalpur,Punjab,12723,Pakistan,True
1404,1163,Primary,855 Industrial Area,Nowshera,Khyber Pakhtunkhwa,12375,Pakistan,True
1405,1164,Primary,House 232 Bahria Town,Skardu,Gilgit-Baltistan,83509,Pakistan,True
1406,1165,Primary,Block E Gulberg,Rawalakot,Azad Kashmir,67951,Pakistan,True
1407,1166,Primary,Block A Defence Housing,Zhob,Balochistan,40413,Pakistan,True
1408,1167,Primary,House 869 College Road,Rawalakot,Azad Kashmir,65664,Pakistan,True
1409,1168,Primary,913 Main Boulevard,Peshawar,Khyber Pakhtunkhwa,54725,Pakistan,True
1410,1169,Primary,761 Saddar,Kotli,Azad Kashmir,83691,Pakistan,True
1411,1169,Secondary,Block E University Road,Jacobabad,Sindh,93388,Pakistan,False
1412,1170,Primary,246 Johar Town,Kotli,Azad Kashmir,47909,Pakistan,True
1413,1171,Primary,191 Industrial Area,Turbat,Balochistan,35674,Pakistan,True
1414,1172,Primary,House 354 Clifton,Gujranwala,Punjab,51411,Pakistan,True
1415,1173,Primary,House 952 DHA,Sargodha,Punjab,24017,Pakistan,True
1416,1174,Primary,884 Saddar,Chilas,Gilgit-Baltistan,19927,Pakistan,True
1417,1175,Primary,222 Clifton,Turbat,Balochistan,43229,Pakistan,True
1418,1176,Primary,House 805 Model Town,Faisalabad,Punjab,53253,Pakistan,True
1419,1177,Primary,House 75 Saddar,Mansehra,Khyber Pakhtunkhwa,84465,Pakistan,True
1420,1178,Primary,809 University Road,Sukkur,Sindh,64382,Pakistan,True
1421,1179,Primary,774 Clifton,Nawabshah,Sindh,24161,Pakistan,True
1422,1180,Primary,167 Bahria Town,Nowshera,Khyber Pakhtunkhwa,61874,Pakistan,True
1423,1181,Primary,903 Defence Housing,Hyderabad,Sindh,82578,Pakistan,True
1424,1182,Primary,House 909 Model Town,Hyderabad,Sindh,73840,Pakistan,True
1425,1183,Primary,House 325 DHA,Faisalabad,Punjab,71838,Pakistan,True
1426,1184,Primary,House 119 Clifton,Bahawalpur,Punjab,67102,Pakistan,True
1427,1185,Primary,929 Defence Housing,Gwadar,Balochistan,72690,Pakistan,True
1428,1186,Primary,Block B Main Boulevard,Lahore,Punjab,82784,Pakistan,True
1429,1187,Primary,735 Defence Housing,Chilas,Gilgit-Baltistan,15929,Pakistan,True
1430,1188,Primary,Block C Main Boulevard,Mirpur Khas,Sindh,55320,Pakistan,True
1431,1189,Primary,House 964 University Road,Sukkur,Sindh,36017,Pakistan,True
1432,1190,Primary,430 Bahria Town,Multan,Punjab,70764,Pakistan,True
1433,1190,Secondary,588 University Road,Swat,Khyber Pakhtunkhwa,43004,Pakistan,False
1434,1191,Primary,702 DHA,Gwadar,Balochistan,50069,Pakistan,True
1435,1191,Secondary,House 209 Mall Road,Peshawar,Khyber Pakhtunkhwa,17180,Pakistan,False
1436,1192,Primary,Block B Park Road,Kotli,Azad Kashmir,54704,Pakistan,True
1437,1193,Primary,692 University Road,Swat,Khyber Pakhtunkhwa,82560,Pakistan,True
1438,1194,Primary,House 468 Bahria Town,Multan,Punjab,11698,Pakistan,True
1439,1194,Secondary,612 College Road,Chilas,Gilgit-Baltistan,39321,Pakistan,False
1440,1195,Primary,911 Cantt,Mirpur,Azad Kashmir,32799,Pakistan,True
1441,1196,Primary,House 452 University Road,Abbottabad,Khyber Pakhtunkhwa,37844,Pakistan,True
1442,1197,Primary,House 255 Main Boulevard,Rawalakot,Azad Kashmir,56298,Pakistan,True
1443,1198,Primary,Block A Defence Housing,Rawalakot,Azad Kashmir,77993,Pakistan,True
1444,1199,Primary,407 Johar Town,Khuzdar,Balochistan,71660,Pakistan,True
1445,1200,Primary,House 207 College Road,Turbat,Balochistan,73854,Pakistan,True
1446,1201,Primary,House 154 Gulberg,Gilgit,Gilgit-Baltistan,70141,Pakistan,True
1447,1202,Primary,836 University Road,Abbottabad,Khyber Pakhtunkhwa,30693,Pakistan,True
1448,1202,Secondary,Block B DHA,Karachi,Sindh,48955,Pakistan,False
1449,1203,Primary,Block B Main Boulevard,Zhob,Balochistan,59576,Pakistan,True
1450,1204,Primary,House 378 Clifton,Sargodha,Punjab,30467,Pakistan,True
1451,1205,Primary,201 Clifton,Turbat,Balochistan,38182,Pakistan,True
1452,1206,Primary,457 Main Boulevard,Muzaffarabad,Azad Kashmir,48858,Pakistan,True
1453,1206,Secondary,Block B Main Boulevard,Nowshera,Khyber Pakhtunkhwa,66951,Pakistan,False
1454,1207,Primary,Block C Model Town,Gwadar,Balochistan,74561,Pakistan,True
1455,1207,Secondary,House 638 Gulberg,Muzaffarabad,Azad Kashmir,37575,Pakistan,False
1456,1208,Primary,198 Saddar,Quetta,Balochistan,16131,Pakistan,True
1457,1208,Secondary,Block D Main Boulevard,Astore,Gilgit-Baltistan,72811,Pakistan,False
1458,1209,Primary,House 321 Gulberg,Gwadar,Balochistan,76186,Pakistan,True
1459,1210,Primary,House 115 Saddar,Chilas,Gilgit-Baltistan,64491,Pakistan,True
1460,1211,Primary,House 621 Saddar,Astore,Gilgit-Baltistan,17060,Pakistan,True
1461,1212,Primary,880 Clifton,Gujranwala,Punjab,25615,Pakistan,True
1462,1213,Primary,Block B DHA,Chaman,Balochistan,75217,Pakistan,True
1463,1214,Primary,Block B Bahria Town,Nawabshah,Sindh,18788,Pakistan,True
1464,1215,Primary,274 Defence Housing,Abbottabad,Khyber Pakhtunkhwa,47391,Pakistan,True
1465,1215,Secondary,Block D Park Road,Gujranwala,Punjab,36622,Pakistan,False
1466,1216,Primary,Block B Johar Town,Mirpur,Azad Kashmir,74054,Pakistan,True
1467,1216,Secondary,House 897 Bahria Town,Karachi,Sindh,64698,Pakistan,False
1468,1217,Primary,208 Clifton,Mardan,Khyber Pakhtunkhwa,65781,Pakistan,True
1469,1218,Primary,Block A Main Boulevard,Rawalakot,Azad Kashmir,49960,Pakistan,True
1470,1219,Primary,Block D Clifton,Faisalabad,Punjab,20622,Pakistan,True
1471,1220,Primary,House 40 Johar Town,Hyderabad,Sindh,34221,Pakistan,True
1472,1221,Primary,Block C Defence Housing,Nowshera,Khyber Pakhtunkhwa,90806,Pakistan,True
1473,1222,Primary,House 146 Main Boulevard,Gwadar,Balochistan,81880,Pakistan,True
1474,1223,Primary,708 Johar Town,Multan,Punjab,24801,Pakistan,True
1475,1224,Primary,Block C University Road,Muzaffarabad,Azad Kashmir,62508,Pakistan,True
1476,1225,Primary,House 917 Bahria Town,Kotli,Azad Kashmir,45157,Pakistan,True
1477,1226,Primary,754 Mall Road,Swat,Khyber Pakhtunkhwa,82296,Pakistan,True
1478,1227,Primary,Block C College Road,Faisalabad,Punjab,60568,Pakistan,True
1479,1227,Secondary,Block C Industrial Area,Zhob,Balochistan,95631,Pakistan,False
1480,1228,Primary,460 Industrial Area,Nawabshah,Sindh,90947,Pakistan,True
1481,1229,Primary,Block E College Road,Peshawar,Khyber Pakhtunkhwa,91967,Pakistan,True
1482,1229,Secondary,Block A Park Road,Sialkot,Punjab,59377,Pakistan,False
1483,1230,Primary,Block A Industrial Area,Sukkur,Sindh,65493,Pakistan,True
1484,1231,Primary,654 Saddar,Gwadar,Balochistan,65978,Pakistan,True
1485,1232,Primary,817 Industrial Area,Nawabshah,Sindh,77573,Pakistan,True
1486,1233,Primary,248 Park Road,Abbottabad,Khyber Pakhtunkhwa,54002,Pakistan,True
1487,1234,Primary,Block E Main Boulevard,Jacobabad,Sindh,86221,Pakistan,True
1488,1235,Primary,Block A Park Road,Muzaffarabad,Azad Kashmir,15305,Pakistan,True
1489,1236,Primary,Block E Mall Road,Kotli,Azad Kashmir,39620,Pakistan,True
1490,1237,Primary,Block D Saddar,Gujranwala,Punjab,12472,Pakistan,True
1491,1238,Primary,Block B Gulberg,Karachi,Sindh,42564,Pakistan,True
1492,1239,Primary,House 948 Main Boulevard,Chilas,Gilgit-Baltistan,78982,Pakistan,True
1493,1240,Primary,House 787 Bahria Town,Kotli,Azad Kashmir,73923,Pakistan,True
1494,1241,Primary,509 Gulberg,Gilgit,Gilgit-Baltistan,56430,Pakistan,True
1495,1242,Primary,House 341 Model Town,Zhob,Balochistan,15604,Pakistan,True
1496,1243,Primary,319 Johar Town,Mardan,Khyber Pakhtunkhwa,47245,Pakistan,True
1497,1244,Primary,590 Park Road,Lahore,Punjab,77074,Pakistan,True
1498,1245,Primary,House 522 College Road,Lahore,Punjab,15175,Pakistan,True
1499,1246,Primary,Block C Cantt,Chilas,Gilgit-Baltistan,91283,Pakistan,True
1500,1247,Primary,Block E College Road,Zhob,Balochistan,36471,Pakistan,True
1501,1248,Primary,House 767 Park Road,Swat,Khyber Pakhtunkhwa,37758,Pakistan,True
1502,1249,Primary,House 638 Saddar,Chilas,Gilgit-Baltistan,68450,Pakistan,True
1503,1250,Primary,House 359 Mall Road,Astore,Gilgit-Baltistan,31997,Pakistan,True
1504,1250,Secondary,Block A Model Town,Mardan,Khyber Pakhtunkhwa,38149,Pakistan,False
1505,1251,Primary,Block A Main Boulevard,Skardu,Gilgit-Baltistan,90326,Pakistan,True
1506,1252,Primary,House 415 Mall Road,Gujranwala,Punjab,59665,Pakistan,True
1507,1252,Secondary,Block C Defence Housing,Muzaffarabad,Azad Kashmir,32417,Pakistan,False
1508,1253,Primary,Block C Bahria Town,Muzaffarabad,Azad Kashmir,27267,Pakistan,True
1509,1254,Primary,Block D Main Boulevard,Chilas,Gilgit-Baltistan,85234,Pakistan,True
1510,1254,Secondary,Block C Main Boulevard,Quetta,Balochistan,65654,Pakistan,False
1511,1255,Primary,189 DHA,Karachi,Sindh,11226,Pakistan,True
1512,1255,Secondary,Block A Clifton,Astore,Gilgit-Baltistan,66482,Pakistan,False
1513,1256,Primary,486 DHA,Gujranwala,Punjab,45953,Pakistan,True
1514,1256,Secondary,House 275 Park Road,Karachi,Sindh,38365,Pakistan,False
1515,1257,Primary,House 7 University Road,Gilgit,Gilgit-Baltistan,23892,Pakistan,True
1516,1258,Primary,Block B Mall Road,Larkana,Sindh,95431,Pakistan,True
1517,1258,Secondary,376 Bahria Town,Turbat,Balochistan,56445,Pakistan,False
1518,1259,Primary,Block E University Road,Rawalakot,Azad Kashmir,17260,Pakistan,True
1519,1260,Primary,Block E Main Boulevard,Khuzdar,Balochistan,69738,Pakistan,True
1520,1261,Primary,Block A Saddar,Bahawalpur,Punjab,43005,Pakistan,True
1521,1262,Primary,222 College Road,Mirpur,Azad Kashmir,43882,Pakistan,True
1522,1263,Primary,House 734 DHA,Gwadar,Balochistan,74896,Pakistan,True
1523,1264,Primary,379 Clifton,Kotli,Azad Kashmir,35788,Pakistan,True
1524,1265,Primary,576 Cantt,Hyderabad,Sindh,12702,Pakistan,True
1525,1266,Primary,Block A Main Boulevard,Peshawar,Khyber Pakhtunkhwa,19053,Pakistan,True
1526,1267,Primary,679 Main Boulevard,Skardu,Gilgit-Baltistan,48260,Pakistan,True
